A	B	C	label
我跟人民医院的同学核实了，别说普通门诊，他们病房查乙肝五项都是这个价……没有二价。	我还是不敢相信。在普通医院24元的项目，为什么会贵到十倍。	这事属于管理层的问题，为啥这么贵咱们也决定不了。	others
落地40万的车，1.5t。还真是信仰啊。	我就说了句中国人买车只看内饰呗 被奔驰脑残粉追着逼逼了一个星期  行吧行吧内饰好看就是真的好	我被奔驰粉，追着骂评论都不想看。。。没意思	sad
三年前我的爆文已经把数据列出来了。如果你不信就自己把房价和M2的曲线画出来，正相关性达到98%。（如果你学过大学的概率与统计的话）。	如果商品房总量供过于求，房价不可能涨的。深圳如果有1000万套商品房，涨个鬼。	但愿如你所愿	others
你倒是点个赞啊!	点啦，看东西手有点慢	多谢大神支持！	happy
喂？我配了台电脑，3000块，你看看怎么样啊发配置表看看配置表.jpg你这配置不行啊，怎么不按我说的配啊！好几年前的辣鸡他卖你3000？提刀吧。我觉得还可以啊，还送键盘鼠标和音响呢！老板说是最低价了我还了200呢！哦，那您好好用，坏了别找我好吧。诶，你这人怎么这态度？！......	绝了	当时看得我目瞪狗呆	others
我和答主还挺像的，不是没想过跳，跳了出去还不如在体制内混吃等死的好，好歹图个稳定吧。反正我是比较不求上进，说的不对表见怪呀哈哈哈	嗯我也是，一直想着求稳定，本身也没啥大追求，再加上领导都很不错，但最近在考虑不能这么下去了，人生就是不进则退，想要原地踏步有时都是妄想。当然每个人情况不同，还是要看自己，也有些人在一个位子上熬出头，要看运气了。	嗯，希望大家都好运哈哈哈	happy
哪里 知乎哪里有答主的语音回答？ʕ •ᴥ•ʔ	知乎不是有付费语音的吗？我现在用的是网页版，这功能在app哪里我记不清了，你自个找找，点开答主的主页看看。	好的，谢谢	others
生猪肉装袋子里送来时还是冷的也许刚从冷库里拿出	现在二师兄也成送礼级别了不错哦	哈哈哈	happy
哦我是独立学院申的本校也不是什么211985不过在土木建筑行业还算很可以的学校我们学校认可度也比较高因为所有师资全部是本部的老师嘿嘿	才发现你是老乡哈哈说道土木建筑好的学校我就想到西安那个学校恭喜	哇老乡么哈哈你说的是西安建筑科技大学么啦啦啦说道老乡突然觉得好亲切呢	happy
增城誉山国际，白云万科森林城市，番禺万博一阅品。佛山那才叫蹦，三水西南奥园冠军城一万八降到一万三，佛山杏坛碧桂园水木清华一万6掉到一万二。佛山陈村招商熙园两万四掉到一万九。二线城市一手都快扛不住了广州从化景业荔都一万四掉到九千起，广州花都万达旅游城两万8掉到两万一。在投资角度来讲，在广州其实买新房是最亏的绝对的接盘侠，无论买哪里都注定接盘侠。当然有些板块是值得投资的是可以买的最少能保值。	厉害，老哥 增城楼盘价格的了解不	很了解	others
乌云越多，物理学家才有饭吃，乌云少，物理学家吃个屁	名如其人	兄弟，请问你是学物理的么	others
你还小，你不懂健美操，你不了解健美操可以解锁各种知识要点。	我好喜欢你这个答案“解锁”这个词很妙	谢谢，哈哈，喜欢你就关注我呗，新人求粉丝😄	happy
我觉得你很有才，大哥！	你说的对，我完全同意😄😄😄	我什么时候才能像你一样优秀！	happy
我都看现代的古代的不看最近看了本然后爱情随遇而安但是两个故事穿在一起写了次凹一个是女主腹黑一个是男主腹黑我喜欢后者	我也喜欢男主腹黑但是有时候很讨厌看到脑残的总裁文啊傻逼死了感觉有些都是学着写的就换个名字脑残脑残的	我最近有个爱好看玛丽苏文我已经无力吐槽了怎么办	others
我现在也不在长春要四月份才能回去	那等他回来联系我吧	好谢谢	others
花3万块钱就满脑子想着装逼的人哪舍得真加98的油，喊一句过过瘾拉倒了	哦！98和92价格差别很大吗？	嘿嘿	happy
还是社会环境导致的问题……总是不能站在更多的角度去思考一个问题，当然，中国这么一个复杂的社会体系也真的很难说什么样的人赚钱就多，不过“读书无用论”还是不值得推崇的。	读书无用论是答主拿出来扣别人脑袋上的帽子而已。	不要这样机智…别人的心思被戳穿会很尴尬的😅 哈哈哈	happy
我长的灰常安全的但是不吓人放心嘿嘿	那么咱们彼此彼此我长的也不吓人	你最好吓死人帅到爆哈哈	happy
苏联也分纯苏，苏修，苏药丸三个阶段嘛	为什么要用“也”n_n	哈哈哈哈您懂得哈哈哈哈	happy
没事其实处于这种状况说明你的逆袭之路快要完胜了他都乐意让你虐了	可是没用了虐他我并不开心因为对他感觉变了被他一次一次的稀释了没那么喜欢他了所以他做什么我都没太大感觉了	不用那么消极啦没犯啥原则性问题吧没啥硬伤吧羊男调教好了用着还是蛮顺手的多想想他的优点啦	others
151cm妹纸和178cm汉纸传递正能量	153男友同是178	握爪最近他会抱怨下为什么我不长多十厘米每次听了都有点伤心〒〒	sad
emmm，长相阴柔（这倒不是太大问题），身高跟GXT一样，（甚至腿没女方长）带不出去好像也不太牵强？毕竟这要在大东北选女婿，先不说长相，就这身高差确实不太拿得出手的【捂脸笑】	哈哈哈哈对吧，所以可怜的自尊需要靠身高来弥补吗，没别人长得好看能挣钱长破天也没用啊。我找男朋友要高的，但是讽刺矮的没必要吧。按你说的东北人真可怜，矮的这辈子都得在东北打光棍，那去外地当上门女婿得了。	请做好阅读理解，我说的是身高差，当然如果GXT 一米五，配鹿晗的身高绰绰有余了，还找男朋友要找高的，让我想起一个笑话，按照网上最萌身高差的标准，一米五的女生 应该找一米九的，按照这个标准，一米六一米七的女孩子可能都找不到男朋友了呢，这年头真想不到矮个比高个女生吃香了。	others
公务员不能换岗位？	自己申请很难的吧	这个，就看机遇了。不过体制内有强制轮岗的啊。换单位确实不那么容易，但是本单位轮岗，这个是必须的啊	others
和答主感同身受，我从小是外公外婆带大的，他们虽然爱我，但在他们心里始终有更重要的人，我妈也爱我，但更重要的是我弟，只要有一点利益冲突，我都是被牺牲被委屈的那一个，所以从小到大，无论在哪里，无论身边有没有亲人，总觉得自己是反复漂泊无依无靠的，我高中毕业后一个人来到陌生的城市工作，很多人出于关心或好奇问我 小姑娘真不容易想不想家，我一贯笑着回答还好 ，其实心里明白是无家可想，真的很渴望有一个家，但是也不敢轻易付出感情和信任了。	感同身受	不知道能说什么，希望这个世界上感同身受的人少一点，祝好。	sad
我有一点想不明白，在答主举的例子里，如果有人去查那个买破碗的亲戚的60万是从哪来的，不就一下暴露了吗？	那还不简单，就说套圈圈套的	有理有据，令人信服，嘿嘿嘿嘿	happy
    这个？不是很明白	心理学上1的就是能看的杂志了，有些“发一篇这辈子不算亏”的也没到5	那看起来不错的journal还是很多的。计算机各个分支，基本就一两个顶会，其他大部分是灌水的	others
说真的看完还是不理解也学不会同情 都是成年人被打不离开 也算是自由意志选择的自己的生活吧	不不，如果长期受到家暴，心理和认知可能会有变化，就是说可能会变得很糟糕。你把受害者理解成心理已经有很多创伤但是却不知如何才能挣脱这种困境，你大概能理解了。虽然我没遭受过家暴，但是我与ex相处的过程中后来通过他的性格和一些处事方式感觉会有家暴倾向，比如脾气爆，控制力差，不分青红皂白总自以为是等。我还差点被他性侵。所以我能理解受害者无法摆脱施暴者的困境。	嗯，谢谢。	others
团长你要团价给力啊便宜个20块没意思啊我记得当时他家官网那双金色的打完折才200多所以这鞋要是也团价都要200真的不太合算130上下感觉差不多	表示还价无能哟130估计砍不下来145应该还可以啊啊啊啊啊啊	那就磨包邮吧哈哈哈加油这鞋子价格谈得下来的话我一定买	happy
我还挺喜欢这句的，有种拆迁进行时的感觉。	哈哈哈哈哈哈竟然回复我了！	正好在。哈哈哈	happy
好吧	你来两袋	好好好哈哈哈	happy
不要用你的狭隘眼光去评判事情，这样的婚姻未尝不存在。	丧尽天良的事，存在的意义仅在于提醒女性避开这种荒谬的人与事。	哈哈，神特么的丧尽天良。不要用你那种阴暗的世界观去想象整个世界	happy
